,asset_id,time,open,close,high,low,volatility,asset_symbol,Timestamp,Score
721,29,2021-10-05 21:00:00,0.251453,0.25408408,0.25440667,0.25042786,0.05596173,DOGE,1633467600.0,3.6649445082280905
722,29,2021-10-05 22:00:00,0.25403564,0.25235912,0.25611373,0.25096358,0.05521806,DOGE,1633471200.0,3.883822412239634
723,29,2021-10-05 23:00:00,0.25265285,0.25226938,0.25490608,0.25116529,0.05401609,DOGE,1633474800.0,3.8579727471988474
724,29,2021-10-06 00:00:00,0.25198556,0.24942969,0.25800843,0.24716231,0.05242058,DOGE,1633478400.0,3.591857259926991
725,29,2021-10-06 01:00:00,0.24938024,0.25150236,0.2529928,0.24687183,0.05053723,DOGE,1633482000.0,3.294863210254448
726,29,2021-10-06 02:00:00,0.25154894,0.25177961,0.25320674,0.24933808,0.04860686,DOGE,1633485600.0,3.0527380290236135
727,29,2021-10-06 03:00:00,0.25163105,0.25417222,0.25597098,0.24820438,0.04633154,DOGE,1633489200.0,3.2627498718605845
728,29,2021-10-06 04:00:00,0.25418966,0.25437149,0.26037883,0.25156789,0.04356654,DOGE,1633492800.0,3.4718303100105574
729,29,2021-10-06 05:00:00,0.25415668,0.26192569,0.2630879,0.25352132,0.0421863,DOGE,1633496400.0,3.126341866226259
730,29,2021-10-06 06:00:00,0.26174636,0.26500454,0.26703166,0.25854731,0.04342473,DOGE,1633500000.0,3.2564600574227325
731,29,2021-10-06 07:00:00,0.26501983,0.25931623,0.27263182,0.25780105,0.0416882,DOGE,1633503600.0,3.5180810028929606
732,29,2021-10-06 08:00:00,0.25911459,0.24730791,0.260526,0.24278998,0.03904323,DOGE,1633507200.0,3.4017061370002546
733,29,2021-10-06 09:00:00,0.24722161,0.24716621,0.24872334,0.24397213,0.03729948,DOGE,1633510800.0,3.0820176337912653
734,29,2021-10-06 10:00:00,0.24692106,0.24951674,0.25139039,0.24447263,0.03570578,DOGE,1633514400.0,3.5662712211086114
735,29,2021-10-06 11:00:00,0.24982611,0.24796993,0.25258521,0.24715788,0.03392551,DOGE,1633518000.0,3.694747204837916
736,29,2021-10-06 12:00:00,0.24768089,0.25466872,0.25550854,0.24640056,0.03245793,DOGE,1633521600.0,3.546319431097444
737,29,2021-10-06 13:00:00,0.25444142,0.25705864,0.26244784,0.2525623,0.0323917,DOGE,1633525200.0,3.5185633199962782
738,29,2021-10-06 14:00:00,0.25764109,0.25890044,0.26120277,0.25511072,0.03230059,DOGE,1633528800.0,3.4054725132840047
739,29,2021-10-06 15:00:00,0.25896942,0.25723112,0.26185443,0.25604841,0.03247526,DOGE,1633532400.0,3.221966772220535
740,29,2021-10-06 16:00:00,0.25719003,0.258156,0.25878293,0.25422007,0.03260922,DOGE,1633536000.0,3.30175575063896
741,29,2021-10-06 17:00:00,0.25816571,0.25399695,0.25911198,0.25256856,0.0324589,DOGE,1633539600.0,3.1923501526073124
742,29,2021-10-06 18:00:00,0.25393637,0.2509226,0.25606077,0.25058265,0.03205547,DOGE,1633543200.0,3.1735234533270997
743,29,2021-10-06 19:00:00,0.25083175,0.25181498,0.25382415,0.25077232,0.03156196,DOGE,1633546800.0,3.455255909294728
744,29,2021-10-06 20:00:00,0.25175946,0.24917005,0.25298005,0.24808424,0.0311936,DOGE,1633550400.0,3.5540274001812464
745,29,2021-10-06 21:00:00,0.24927493,0.25124332,0.25326474,0.2470969,0.03026367,DOGE,1633554000.0,3.6701430996846955
746,29,2021-10-06 22:00:00,0.25114353,0.25371416,0.25459361,0.24880457,0.02927437,DOGE,1633557600.0,3.6039533812745757
747,29,2021-10-06 23:00:00,0.25379155,0.25449076,0.25607884,0.25018961,0.02770131,DOGE,1633561200.0,3.212142673190832
748,29,2021-10-07 00:00:00,0.25438968,0.24719489,0.25454347,0.24309101,0.02619483,DOGE,1633564800.0,3.162335498917208
749,29,2021-10-07 01:00:00,0.24683381,0.24630977,0.24935164,0.24210616,0.02497764,DOGE,1633568400.0,3.6303276311974484
750,29,2021-10-07 02:00:00,0.24654532,0.24504364,0.24853297,0.2447553,0.02383815,DOGE,1633572000.0,3.4381443298969074
751,29,2021-10-07 03:00:00,0.24485457,0.24016903,0.24569997,0.23598976,0.02309146,DOGE,1633575600.0,3.2944629402488173
752,29,2021-10-07 04:00:00,0.24043012,0.24454004,0.24591919,0.23989448,0.0222241,DOGE,1633579200.0,3.4526364909006064
753,29,2021-10-07 05:00:00,0.24465961,0.24508624,0.24582076,0.24163155,0.02187177,DOGE,1633582800.0,3.4745461018155925
754,29,2021-10-07 06:00:00,0.24473863,0.24393659,0.245973,0.24246195,0.02148985,DOGE,1633586400.0,3.4326960593055014
755,29,2021-10-07 07:00:00,0.24408574,0.24837162,0.2485674,0.24332564,0.0214841,DOGE,1633590000.0,3.643245245739689
756,29,2021-10-07 08:00:00,0.24836352,0.24887548,0.25107825,0.24726395,0.02105087,DOGE,1633593600.0,3.4911299652911687
757,29,2021-10-07 09:00:00,0.24892294,0.24712077,0.2503567,0.24286922,0.0211909,DOGE,1633597200.0,3.195800305937978
758,29,2021-10-07 10:00:00,0.24693526,0.24348293,0.24803941,0.24250228,0.02166232,DOGE,1633600800.0,3.5854229560717146
759,29,2021-10-07 11:00:00,0.24467951,0.25134476,0.25251725,0.24452364,0.02084784,DOGE,1633604400.0,3.687031890338688
760,29,2021-10-07 12:00:00,0.25160207,0.25158473,0.25715278,0.24856988,0.02054132,DOGE,1633608000.0,3.789338044268939
761,29,2021-10-07 13:00:00,0.2515012,0.25150534,0.25288369,0.24887588,0.02054137,DOGE,1633611600.0,3.7837474973501353
762,29,2021-10-07 14:00:00,0.25139945,0.24228719,0.25172355,0.24020099,0.02121843,DOGE,1633615200.0,3.587227109807755
763,29,2021-10-07 15:00:00,0.2421138,0.24408728,0.24559626,0.24153894,0.02164055,DOGE,1633618800.0,3.418796431237337
764,29,2021-10-07 16:00:00,0.24422912,0.24449472,0.24519972,0.24101936,0.02198249,DOGE,1633622400.0,3.3754766129336704
765,29,2021-10-07 17:00:00,0.24455135,0.24243828,0.24530581,0.24183375,0.02256127,DOGE,1633626000.0,3.617904993909866
766,29,2021-10-07 18:00:00,0.24244651,0.24197588,0.24344419,0.24138965,0.02316875,DOGE,1633629600.0,3.797983457103182
767,29,2021-10-07 19:00:00,0.24201021,0.24313009,0.24396378,0.24188656,0.02357456,DOGE,1633633200.0,3.85040921491361
768,29,2021-10-07 20:00:00,0.24312266,0.24536199,0.24696709,0.24275284,0.02361704,DOGE,1633636800.0,3.7273840934790803
769,29,2021-10-07 21:00:00,0.24557618,0.24553996,0.24678271,0.24498194,0.0236006,DOGE,1633640400.0,3.6281172069825436
770,29,2021-10-07 22:00:00,0.24549003,0.24379514,0.24566087,0.24228712,0.02256804,DOGE,1633644000.0,3.7807756364501546
771,29,2021-10-07 23:00:00,0.24393589,0.24342713,0.24419018,0.24174444,0.02051365,DOGE,1633647600.0,3.8346947368421054
772,29,2021-10-08 00:00:00,0.24344335,0.24655823,0.24814695,0.24299397,0.0194114,DOGE,1633651200.0,3.599896569556973
773,29,2021-10-08 01:00:00,0.24653851,0.24620971,0.24684582,0.24464869,0.01944803,DOGE,1633654800.0,3.6871963524927125
774,29,2021-10-08 02:00:00,0.24625347,0.24373257,0.24629918,0.24230759,0.01964919,DOGE,1633658400.0,3.664660831509847
775,29,2021-10-08 03:00:00,0.24385529,0.24438708,0.24446757,0.24200764,0.01978196,DOGE,1633662000.0,3.82018582619785
776,29,2021-10-08 04:00:00,0.24417736,0.24412567,0.24515041,0.24323956,0.01994184,DOGE,1633665600.0,3.833797738075725
777,29,2021-10-08 05:00:00,0.24392602,0.24529751,0.24545468,0.24279062,0.01956273,DOGE,1633669200.0,3.850892146834868
778,29,2021-10-08 06:00:00,0.24520245,0.24659551,0.24667723,0.2434252,0.01866898,DOGE,1633672800.0,3.4635992311388755
