,asset_id,time,open,close,high,low,volatility,asset_symbol,Timestamp,Score
1442,2,2021-10-05 21:00:00,3528.27341386,3540.75804003,3543.33610638,3518.1386521,0.01499459,ETH,1633467600.0,3.5770318021201413
1443,2,2021-10-05 22:00:00,3541.17297322,3515.09162077,3546.24739409,3509.59364752,0.01569137,ETH,1633471200.0,3.6765232974910393
1444,2,2021-10-05 23:00:00,3516.0924152,3520.2704528,3528.86689933,3513.21096423,0.01622966,ETH,1633474800.0,3.713042566575802
1445,2,2021-10-06 00:00:00,3518.07642976,3526.05960856,3539.43225991,3506.58784695,0.01694142,ETH,1633478400.0,3.923497655917034
1446,2,2021-10-06 01:00:00,3525.73380823,3495.60387831,3525.73380823,3477.70694108,0.017028,ETH,1633482000.0,4.041871037205407
1447,2,2021-10-06 02:00:00,3496.55887632,3505.48445781,3509.83115068,3489.78994356,0.01717961,ETH,1633485600.0,3.894297352342159
1448,2,2021-10-06 03:00:00,3504.76684981,3489.29817971,3504.76684981,3480.54422734,0.01703816,ETH,1633489200.0,3.8181544028950545
1449,2,2021-10-06 04:00:00,3488.50324764,3476.31384947,3493.13481192,3465.67435504,0.01633118,ETH,1633492800.0,3.43858776727996
1450,2,2021-10-06 05:00:00,3476.74442679,3496.46508241,3499.04382679,3462.19551027,0.01608854,ETH,1633496400.0,3.1599506578947367
1451,2,2021-10-06 06:00:00,3496.54404545,3495.36214832,3504.90569596,3490.51317938,0.01616256,ETH,1633500000.0,3.1601690294438387
1452,2,2021-10-06 07:00:00,3494.92802383,3463.83523568,3495.21849874,3451.00906658,0.01528781,ETH,1633503600.0,3.641146149181322
1453,2,2021-10-06 08:00:00,3462.07675985,3385.70176703,3462.07675985,3364.72047931,0.01457942,ETH,1633507200.0,3.7286190793862577
1454,2,2021-10-06 09:00:00,3385.82917243,3369.94183853,3388.65535808,3351.61670172,0.01452293,ETH,1633510800.0,3.595142555438226
1455,2,2021-10-06 10:00:00,3370.15287244,3383.81608802,3399.87408813,3362.55456149,0.01469646,ETH,1633514400.0,3.5118503118503117
1456,2,2021-10-06 11:00:00,3385.53078148,3390.32793011,3415.0402256,3373.54724856,0.01485046,ETH,1633518000.0,3.3955202721859936
1457,2,2021-10-06 12:00:00,3388.86313339,3463.40982704,3466.90230368,3388.50951803,0.01484507,ETH,1633521600.0,3.2923190328763083
1458,2,2021-10-06 13:00:00,3462.33333514,3582.91798861,3622.49120985,3454.71733316,0.01591006,ETH,1633525200.0,3.4172131606972704
1459,2,2021-10-06 14:00:00,3583.39513308,3602.10479816,3605.84699084,3555.02668036,0.01721027,ETH,1633528800.0,3.6424833828312826
1460,2,2021-10-06 15:00:00,3602.93140625,3618.94382429,3636.95648862,3594.14450772,0.01840733,ETH,1633532400.0,3.397023034693531
1461,2,2021-10-06 16:00:00,3618.20184283,3601.1476806,3624.63282314,3575.3217398,0.01920428,ETH,1633536000.0,3.1531769457821968
1462,2,2021-10-06 17:00:00,3601.3833558,3581.65224857,3601.3833558,3565.34893938,0.01971981,ETH,1633539600.0,3.311276884324743
1463,2,2021-10-06 18:00:00,3582.02650023,3585.65062316,3607.9224484,3579.91081842,0.02005763,ETH,1633543200.0,3.7242680905910515
1464,2,2021-10-06 19:00:00,3585.9340632,3589.95224143,3600.1438094,3573.91428713,0.02037009,ETH,1633546800.0,4.020896313975073
1465,2,2021-10-06 20:00:00,3589.6999485,3562.41857665,3597.56829924,3557.0531355,0.02031363,ETH,1633550400.0,4.164531311282521
1466,2,2021-10-06 21:00:00,3563.28104047,3586.47110444,3589.22891242,3553.46179487,0.02020886,ETH,1633554000.0,3.842955276235019
1467,2,2021-10-06 22:00:00,3586.96442609,3589.26878424,3598.11771848,3574.6135626,0.02020029,ETH,1633557600.0,3.7822023567655423
1468,2,2021-10-06 23:00:00,3589.6365858,3576.28356408,3608.33189348,3575.63434649,0.01996119,ETH,1633561200.0,3.411706783369803
1469,2,2021-10-07 00:00:00,3574.66985041,3538.62835313,3574.66985041,3524.78422389,0.01947395,ETH,1633564800.0,2.9549732892393794
1470,2,2021-10-07 01:00:00,3538.03877581,3516.20015553,3547.1338077,3474.85483204,0.01915419,ETH,1633568400.0,3.6847302504816954
